timestamp,memory_used_mib,memory_total_mib,power_draw_w,temperature_c,gpu_util_pct
1773559902.344304059,7640, 8188, 14.62, 55, 0
1773559903.535709900,7640, 8188, 14.62, 54, 0
1773559904.721587676,7640, 8188, 22.75, 58, 100
1773559905.932717188,7640, 8188, 47.53, 59, 100
1773559907.139983522,7640, 8188, 47.82, 60, 100
1773559908.353720880,7640, 8188, 47.89, 60, 100
1773559909.557486065,7640, 8188, 47.89, 60, 100
1773559910.763054578,7640, 8188, 48.00, 61, 100
1773559911.968777106,7640, 8188, 48.02, 61, 100
1773559913.170354520,7640, 8188, 48.06, 62, 100
1773559914.373736925,7640, 8188, 48.16, 62, 100
1773559915.583611315,7640, 8188, 48.17, 63, 100
1773559916.790710242,7640, 8188, 48.21, 63, 100
1773559917.994788955,7640, 8188, 48.27, 63, 100
1773559919.201865172,7640, 8188, 48.33, 64, 100
1773559920.407868078,7640, 8188, 48.34, 64, 100
1773559921.616784701,7640, 8188, 48.37, 64, 100
1773559922.824497316,7640, 8188, 48.41, 65, 100
1773559924.031616195,7640, 8188, 48.35, 65, 100
1773559925.242037429,7640, 8188, 32.01, 61, 0
1773559926.445712917,7640, 8188, 20.02, 61, 0
1773559927.636852786,7640, 8188, 15.27, 60, 0
1773559928.841456791,7640, 8188, 15.18, 59, 0
1773559930.035900218,7640, 8188, 15.13, 59, 0
1773559931.235690410,7640, 8188, 15.11, 59, 0
