"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","GPU Speed Of Light Throughput","DRAM Frequency","hz","7,945,392,491.47",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","GPU Speed Of Light Throughput","SM Frequency","hz","1,511,589,874.86",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","14,230",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Memory Throughput","%","55.98",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","GPU Speed Of Light Throughput","DRAM Throughput","%","55.98",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Duration","ns","9,376",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","60.84",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","GPU Speed Of Light Throughput","L2 Cache Throughput","%","20.04",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","GPU Speed Of Light Throughput","SM Active Cycles","cycle","11,940.17",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","51.25",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","SpeedOfLight","","","","SOLBottleneck","OPT","This kernel exhibits low compute throughput and memory bandwidth utilization relative to the peak performance of this device. Achieved compute throughput and/or memory bandwidth below 60.0% of peak typically indicate latency issues. Look at Scheduler Statistics and Warp State Statistics for potential reasons.","",""
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","SpeedOfLight_RooflineChart","","","","SOLFPRoofline","INF","The ratio of peak float (fp32) to double (fp64) performance on this device is 64:1. The kernel achieved 3% of this device's fp32 peak performance and 0% of its fp64 peak performance. See the Kernel Profiling Guide (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#roofline) for more details on roofline analysis.","",""
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","PM Sampling","Maximum Buffer Size","byte","2,097,152",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","PM Sampling","Dropped Samples","sample","0",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","PM Sampling","Maximum Sampling Interval","ns","1,000",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","PM Sampling","# Pass Groups","","2",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","PmSampling","","","","PMSamplingData","WRN","Sampling interval is larger than 10% of the workload duration, which likely results in very few collected samples.","",""
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Compute Workload Analysis","Executed Ipc Active","inst/cycle","2.08",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Compute Workload Analysis","Executed Ipc Elapsed","inst/cycle","1.75",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Compute Workload Analysis","Issue Slots Busy","%","52.84",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Compute Workload Analysis","Issued Ipc Active","inst/cycle","2.11",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Compute Workload Analysis","SM Busy","%","52.84",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","ComputeWorkloadAnalysis","","","","HighPipeUtilization","INF","ALU is the highest-utilized pipeline (43.0%) based on active cycles, taking into account the rates of its different instructions. It executes integer and logic operations. It is well-utilized, but should not be a bottleneck.","",""
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Memory Workload Analysis","Memory Throughput","byte/s","142,334,470,989.76",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Memory Workload Analysis","Mem Busy","%","35.34",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Memory Workload Analysis","Max Bandwidth","%","55.98",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Memory Workload Analysis","L1/TEX Hit Rate","%","88.83",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Memory Workload Analysis","L2 Compression Success Rate","%","0",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Memory Workload Analysis","L2 Compression Ratio","","0",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Memory Workload Analysis","L2 Hit Rate","%","7.82",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Memory Workload Analysis","Mem Pipes Busy","%","51.25",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","MemoryWorkloadAnalysis_Tables","","","","MemoryCacheAccessPattern","OPT","The memory access pattern for global loads from L1TEX might not be optimal. On average, only 9.9 of the 32 bytes transmitted per sector are utilized by each thread. This could possibly be caused by a stride between threads. Check the Source Counters section for uncoalesced global loads.","global","35.39"
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","MemoryWorkloadAnalysis_Tables","","","","MemoryCacheAccessPattern","OPT","The memory access pattern for global stores to L1TEX might not be optimal. On average, only 0.1 of the 32 bytes transmitted per sector are utilized by each thread. This could possibly be caused by a stride between threads. Check the Source Counters section for uncoalesced global stores.","global","51.02"
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Scheduler Statistics","One or More Eligible","%","54.36",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Scheduler Statistics","Issued Warp Per Scheduler","","0.54",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Scheduler Statistics","No Eligible","%","45.64",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Scheduler Statistics","Active Warps Per Scheduler","warp","10.59",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Scheduler Statistics","Eligible Warps Per Scheduler","warp","1.81",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","SchedulerStats","","","","IssueSlotUtilization","OPT","Every scheduler is capable of issuing one instruction per cycle, but for this kernel each scheduler only issues an instruction every 1.8 cycles. This might leave hardware resources underutilized and may lead to less optimal performance. Out of the maximum of 12 warps per scheduler, this kernel allocates an average of 10.59 active warps per scheduler, but only an average of 1.81 warps were eligible per cycle. Eligible warps are the subset of active warps that are ready to issue their next instruction. Every cycle with no eligible warp results in no instruction being issued and the issue slot remains unused. To increase the number of eligible warps, avoid possible load imbalances due to highly different execution durations per warp. Reducing stalls indicated on the Warp State Statistics and Source Counters sections can help, too.","local","44.02"
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Warp State Statistics","Warp Cycles Per Issued Instruction","cycle","19.48",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Warp State Statistics","Warp Cycles Per Executed Instruction","cycle","19.82",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Warp State Statistics","Avg. Active Threads Per Warp","","32",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Warp State Statistics","Avg. Not Predicated Off Threads Per Warp","","30.15",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Instruction Statistics","Avg. Executed Instructions Per Scheduler","inst","6,200",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Instruction Statistics","Executed Instructions","inst","595,200",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Instruction Statistics","Avg. Issued Instructions Per Scheduler","inst","6,309.65",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Instruction Statistics","Issued Instructions","inst","605,726",
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","InstructionStats","","","","FPInstructions","OPT","This kernel executes 18432 fused and 32256 non-fused FP32 instructions. By converting pairs of non-fused instructions to their fused (https://docs.nvidia.com/cuda/floating-point/#cuda-and-floating-point), higher-throughput equivalent, the achieved FP32 performance could be increased by up to 32% (relative to its current performance). Check the Source page to identify where this kernel executes FP32 instructions.","global","6.3"
"0","182536","apr","127.0.0.1","hw_dp4a_q4k_gemv","1","15","(96, 1, 1)","(384, 1, 1)","0","8.9","Launch Statistics","Block Size","","96",
